115/03/04 00:10拒絕往來廠商資料,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
04667786,3710200503,詮順有限公司,臺北市文山區萬利街1號1樓,中華民國(Republic of China (Taiwan)),3.13.31.45,台灣電力股份有限公司台中發電廠,臺中市龍井區麗水里龍昌路1號,張明琳,(04)26302123#2632,林瑞榮,,鏈條與鏈條張力調整器一批7項,6 犯第八十七條至第九十二條之罪，經第一審判處拘役、罰金或緩刑者,114/06/24 00:00,114/06/24 00:00,114/06/25 00:00,1年,115/06/24 23:59,無,,,,,一般
54573829,EESC-114053,灃星國際有限公司,臺南市東區虎尾里東成街28巷2號1樓,中華民國(Republic of China (Taiwan)),3.10.4,國立臺灣科技大學,臺北市大安區基隆路4段43號,洪小姐,(02)27301128,紀博文,,高階資料收集伺服器1台,1 容許他人借用本人名義或證件參加投標者,114/06/24 00:00,114/06/24 00:00,114/06/25 00:00,3年,117/06/24 23:59,,,,,,一般
27904640,EESC-114053,鴻鵠國際股份有限公司,臺北市大安區敦化南路1段205號8樓之2,中華民國(Republic of China (Taiwan)),3.10.4,國立臺灣科技大學,臺北市大安區基隆路4段43號,洪小姐,(02)27301128,蔡長明,,高階資料收集伺服器1台,2 借用或冒用他人名義或證件投標者,114/06/24 00:00,114/06/24 00:00,114/06/25 00:00,3年,117/06/24 23:59,,,,,,一般
90293718,DBA1320009,萬榮有限公司,新北市板橋區環河西路5段231號10樓,中華民國(Republic of China (Taiwan)),3.13.50,台灣中油股份有限公司,臺北市信義區松仁路三號,楊欣茹,(02)87258311,陳中榮,,114年基隆供油中心管線設備除鏽油漆等工作,1 容許他人借用本人名義或證件參加投標者,114/06/24 00:00,114/06/24 00:00,114/06/25 00:00,3年,117/06/24 23:59,,,,,,一般
89418471,PH09039P077,羽野企業有限公司,高雄市前鎮區復興四路10號2樓之7,中華民國(Republic of China (Taiwan)),3.5.48,國防部海軍司令部,臺北市中山區北安路305號,王履鈞,(03)9962536#883253,陳璽銘,,O型環組等59項,12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,114/06/23 00:00,114/06/23 00:00,114/06/24 00:00,1年,115/06/23 23:59,,,,,,一般
56282403,FA09K5749Z,超讚工程有限公司,基隆市信義區教忠街82號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,桃園市中壢區成章一街2號,吳志安,(03)4502107#380436,黃志宏,,廚房瓦斯管配管工程,15 對採購有關人員行求、期約或交付不正利益者,114/06/23 00:00,114/06/23 00:00,114/06/24 00:00,3年,117/06/23 23:59,,,,,,一般
72636190,FA12K3387Z,晉源土木包工業,基隆市信義區東明路77巷70弄18-1號2樓,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,桃園市中壢區成章一街2號,吳志安,(03)4502107#380436,黃勢淙,,庫房天花班修護工程,15 對採購有關人員行求、期約或交付不正利益者,114/06/23 00:00,114/06/23 00:00,114/06/24 00:00,3年,117/06/23 23:59,,,,,,一般
42339314,FA10K5734Z,老虎空間設計工程,臺北市南港區富康街41號1樓,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,桃園市中壢區成章一街2號,吳志安,(03)4502107#380436,孫予儀,,第三庫區圍籬設置工程,15 對採購有關人員行求、期約或交付不正利益者,114/06/23 00:00,114/06/23 00:00,114/06/24 00:00,3年,117/06/23 23:59,,,,,,一般
41002755,FA08K5738Z,廣昇源機電工程行,基隆市中正區觀海街130號3樓,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,桃園市中壢區成章一街2號,吳志安,(03)4502107#380436,包明峻,,配電箱電源線路配置工程,15 對採購有關人員行求、期約或交付不正利益者,114/06/23 00:00,114/06/23 00:00,114/06/24 00:00,3年,117/06/23 23:59,,,,,,一般
53810562,113351053,邑潔有限公司,屏東縣屏東市永安里7鄰建興南路14號8樓之4,中華民國(Republic of China (Taiwan)),A.15.3.3,交通部公路局南區養護工程分局,屏東縣潮州鎮光復路259號,謝宛秦,(08)7893456,黃麗君,,高雄工務段旗山監工站轄區113年度台3線及台29線綠美化維護工作,1 容許他人借用本人名義或證件參加投標者,114/06/23 00:00,114/06/23 00:00,114/06/24 00:00,3年,117/06/23 23:59,,,,,,一般
54610275,PH12022P054,羽奏有限公司,高雄市仁武區北屋南街238號1樓,中華民國(Republic of China (Taiwan)),3.5.48,國防部海軍司令部,臺北市中山區北安路305號,王履鈞,(03)9962536#883253,陳璽銘,,油控電磁閥等83項(分3組),4 以虛偽不實之文件投標、訂約或履約，情節重大者,114/06/23 00:00,114/06/23 00:00,114/06/24 00:00,3年,117/06/23 23:59,,,,,,一般
89418471,PH11106P194,羽野企業有限公司,高雄市前鎮區復興四路10號2樓之7,中華民國(Republic of China (Taiwan)),3.5.48,國防部海軍司令部,臺北市中山區北安路305號,王履鈞,(03)9962536#883253,陳璽銘,,冷凝器等101項(分3組),4 以虛偽不實之文件投標、訂約或履約，情節重大者,114/06/23 00:00,114/06/23 00:00,114/06/24 00:00,3年,117/06/23 23:59,,,,,,一般
54610275,PH12022P054,羽奏有限公司,高雄市仁武區北屋南街238號1樓,中華民國(Republic of China (Taiwan)),3.5.48,國防部海軍司令部,臺北市中山區北安路305號,王履鈞,(03)9962536#883253,陳璽銘,,油控電磁閥等83項(分3組),12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,114/06/23 00:00,114/06/23 00:00,114/06/24 00:00,1年,115/06/23 23:59,,,,,,一般
89418471,PH11106P194,羽野企業有限公司,高雄市前鎮區復興四路10號2樓之7,中華民國(Republic of China (Taiwan)),3.5.48,國防部海軍司令部,臺北市中山區北安路305號,王履鈞,(03)9962536#883253,陳璽銘,,冷凝器等101項(分3組),12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,114/06/23 00:00,114/06/23 00:00,114/06/24 00:00,1年,115/06/23 23:59,,,,,,一般
12855776,10509,齊平實業股份有限公司,臺北市中正區重慶南路1段10號11樓,中華民國(Republic of China (Taiwan)),3.79.7.19,臺北市大安區金華國民小學,臺北市大安區愛國東路79巷11號,洪佳恩,(02)23917402#831,張鍾榮,,105年度資訊設備及主機房更新設備,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,114/06/23 00:00,114/06/23 00:00,114/06/24 00:00,3年,117/06/23 23:59,,,,,,一般
97259932,10509,合志資訊有限公司,新北市中和區中山路2段122號13樓之5,中華民國(Republic of China (Taiwan)),3.79.7.19,臺北市大安區金華國民小學,臺北市大安區愛國東路79巷11號,洪組長,(02)23917402#831,林裕峰,,105年度資訊設備及主機房更新設備,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,114/06/23 00:00,114/06/23 00:00,114/06/24 00:00,3年,117/06/23 23:59,,,,,,一般
25083750,JB11323P242,丞濬有限公司,臺南市永康區鹽行里正南五街82號,中華民國(Republic of China (Taiwan)),3.5.10.100,國防部軍備局生產製造中心,臺北市南港區昆陽街165號,劉小姐,(02)27850271#655608,陳建易,,鎖圈等9項,10 因可歸責於廠商之事由，致延誤履約期限，情節重大者,114/06/20 00:00,114/06/20 00:00,114/06/21 00:00,1年,115/06/20 23:59,,,,,,一般
42854872,114-0311-2-006,亞堤機械工業有限公司,臺北市大安區復興南路1段222號9樓,中華民國(Republic of China (Taiwan)),A.7.41.30,臺灣菸酒股份有限公司桃園酒廠,桃園市龜山區文化一路55號,易佳賢,(03)3283001#372,黃秋玲,,桃園酒廠溫酒機熱源改善暨蒸飯機蒸氣管路及閥件更新,4 以虛偽不實之文件投標、訂約或履約，情節重大者,114/06/20 00:00,114/06/20 00:00,114/06/21 00:00,3年,117/06/20 23:59,,,,,,一般
58655913,111-0380-1-015,震騰科技有限公司,彰化縣二水鄉復興村6鄰員集路水尾巷21號,中華民國(Republic of China (Taiwan)),3.7.74.35,臺灣菸酒股份有限公司埔里酒廠,南投縣埔里鎮中山路3段219號,田幸璉,(049)2984006#431,謝昊渝,,埔里酒廠教保中心電話總機、監控系統及電腦相關設備採購案,4 以虛偽不實之文件投標、訂約或履約，情節重大者,114/06/18 00:00,114/06/18 00:00,114/06/19 00:00,3年,117/06/18 23:59,,,,,,一般
31787530,FJ12004P016,大紅磚快炒,新竹縣新豐鄉文昌街66號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,桃園市中壢區成章一街2號,吳士官長,(03)4607306,鄧智仁,J1220*****,112年度湖口四營區春節餐會,1 容許他人借用本人名義或證件參加投標者,114/06/18 00:00,114/06/18 00:00,114/06/19 00:00,3年,117/06/18 23:59,,,,,,一般
21531617,FJ12004P016,金銀島主題餐廳,新竹縣竹北市莊敬南路118號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,桃園市中壢區成章一街2號,吳士官長,(03)4607306,柯文新,F1230*****,112年度湖口四營區春節餐會,2 借用或冒用他人名義或證件投標者,114/06/18 00:00,114/06/18 00:00,114/06/19 00:00,3年,117/06/18 23:59,,,,,,一般
98997367,FJ12004P016,國隆客家小吃,新竹縣竹北市中泰路12號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,桃園市中壢區成章一街2號,吳士官長,(03)4607306,廖國發,J1208*****,112年度湖口四營區春節餐會,1 容許他人借用本人名義或證件參加投標者,114/06/18 00:00,114/06/18 00:00,114/06/19 00:00,3年,117/06/18 23:59,,,,,,一般
89203416,NS0990574,高擎企業有限公司,新北市板橋區文化路1段46巷4號1樓,中華民國(Republic of China (Taiwan)),02717206,國家原子能科技研究院,桃園市龍潭區文化路1000號,姜蔚宗,(03)4711400#2392,蕭美玉,,全自動壓汞式孔隙分析儀,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,114/06/17 00:00,114/06/17 00:00,114/06/18 00:00,3年,117/06/17 23:59,,,,,,一般
84536647,NS0990574,贊誠企業有限公司,新北市三重區仁孝街60號1樓,中華民國(Republic of China (Taiwan)),02717206,國家原子能科技研究院,桃園市龍潭區文化路1000號,姜蔚宗,(03)4711400#2392,柯小玲,,全自動壓汞式孔隙分析儀,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,114/06/17 00:00,114/06/17 00:00,114/06/18 00:00,3年,117/06/17 23:59,,,,,,一般
89203416,NS1001116,高擎企業有限公司,新北市板橋區文化路1段46巷4號1樓,中華民國(Republic of China (Taiwan)),02717206,國家原子能科技研究院,桃園市龍潭區文化路1000號,姜蔚宗,(03)4711400#2392,蕭美玉,,力學實驗室試驗儀器與校正設備,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,114/06/17 00:00,114/06/17 00:00,114/06/18 00:00,3年,117/06/17 23:59,,,,,,一般
84536647,NS1001116,贊誠企業有限公司,新北市三重區仁孝街60號1樓,中華民國(Republic of China (Taiwan)),02717206,國家原子能科技研究院,桃園市龍潭區文化路1000號,姜蔚宗,(03)4711400#2392,柯小玲,,力學實驗室試驗儀器與校正設備,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,114/06/17 00:00,114/06/17 00:00,114/06/18 00:00,3年,117/06/17 23:59,,,,,,一般
89203416,NS1040245,高擎企業有限公司,新北市板橋區文化路1段46巷4號1樓,中華民國(Republic of China (Taiwan)),02717206,國家原子能科技研究院,桃園市龍潭區文化路1000號,姜蔚宗,(03)4711400#2392,蕭美玉,,熱水力耦合非破壞檢驗設備,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,114/06/17 00:00,114/06/17 00:00,114/06/18 00:00,3年,117/06/17 23:59,,,,,,一般
84536647,NS1040245,贊誠企業有限公司,新北市三重區仁孝街60號1樓,中華民國(Republic of China (Taiwan)),02717206,國家原子能科技研究院,桃園市龍潭區文化路1000號,姜蔚宗,(03)4711400#2392,柯小玲,,熱水力耦合非破壞檢驗設備,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,114/06/17 00:00,114/06/17 00:00,114/06/18 00:00,3年,117/06/17 23:59,,,,,,一般
50856515,113H001P,韡晟工程有限公司,新北市中和區中山路2段3巷24之3號,中華民國(Republic of China (Taiwan)),3.32.80,臺北榮民總醫院,臺北市北投區知行路225巷12號,何柏錚,(02)28587000#7122,黃柏偉,,6樓護理之家及7、8、9樓病室門扇兩年期開口合約財物採購案,1 容許他人借用本人名義或證件參加投標者,114/06/16 00:00,114/06/16 00:00,114/06/17 00:00,3年,117/06/16 23:59,,,,,,一般
16325320,1111214A,高盛營造有限公司,臺北市文山區興隆路1段227之1號,中華民國(Republic of China (Taiwan)),3.82.65,新北市石碇區公所,新北市石碇區潭邊里碇坪路1段37號,朱先生,(02)26631080#263,李宇璿,,112年度新北市石碇區路燈維護及新設工程(開口合約),2 借用或冒用他人名義或證件投標者,114/06/13 00:00,114/06/13 00:00,114/06/14 00:00,3年,117/06/13 23:59,,,,,,一般
53702304,1111214A,僑陽工程有限公司,新北市八里區中山路2段267號4樓,中華民國(Republic of China (Taiwan)),3.82.65,新北市石碇區公所,新北市石碇區潭邊里碇坪路1段37號,朱先生,(02)26631080#263,徐淑文,,112年度新北市石碇區路燈維護及新設工程(開口合約),1 容許他人借用本人名義或證件參加投標者,114/06/13 00:00,114/06/13 00:00,114/06/14 00:00,3年,117/06/13 23:59,,,,,,一般
54778695,107C004,居易技術顧問有限公司,彰化縣彰化市彰南路5段395號1樓,中華民國(Republic of China (Taiwan)),3.76.45.58,苗栗縣大湖鄉公所,苗栗縣大湖鄉明湖村中正路80號,莊昕潔,(037)991111#168,許煜聖,,大湖老街獨特風情構成及特色街道營造計畫-委託設計監造,6 犯第八十七條至第九十二條之罪，經第一審判處拘役、罰金或緩刑者,114/06/13 00:00,114/06/13 00:00,114/06/14 00:00,1年,115/06/13 23:59,異議處理結果為維持原114年5月2日大鄉財行字第1140004900號函處分，並依本法第102條第3項及第103條第1項將公司名稱及相關情形，刊登政府採購公報1年。,,,,,一般
27316875,FT12002P072,環球維安科技實業有限公司,臺北市松山區富錦街503號1樓,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,臺北市南港區忠孝東路6段360號,陳沅暘,(02)27854121#653536,劉文寬,,實驗室儀器維護保養,10 因可歸責於廠商之事由，致延誤履約期限，情節重大者;12 因可歸責於廠商之事由，致解除或終止契約，情節重大者,114/06/13 00:00,114/06/13 00:00,114/06/14 00:00,1年,115/06/13 23:59,有關政府採購法第101條第1項第8款部分，原處分及異議處理結果撤銷；有關政府採購法第101條第1項第10款及第12款部分，申訴駁回；其餘申訴不受理。,,,,,一般
24522388,FC13056P047,晉如企業有限公司,臺北市內湖區瑞光路513巷26號4樓,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,臺中市新社區華豐街137-1號,黃先生,(04)25814625,蘇霄玲,,113年度訓練用無人機採購,1 容許他人借用本人名義或證件參加投標者,114/06/12 00:00,114/06/12 00:00,114/06/13 00:00,3年,117/06/12 23:59,本部於114年1月17日陸十軍後字第11400100281號函告廠商將依政府採購法(下稱本法)103條第1項第1款刊登廠商政府採購公報3年及追繳押標金新臺幣11萬元整，廠商於114年2月4日提出異議書，本部於114年2月19日陸十軍後字第1140023794號回覆異議處理結果。 廠商不服異議處理結果向工程會提出申訴。 工程會採購申訴審議判斷書訴1140062號載明廠商有本法第101條第1項第1款容許他人借用本人名義或證件參加投標者之情形及本法第31條第2項第7款其他經主管機關認定有影響採購公正之違反法令行為，本部逕依本法103條第1項第1款刊登廠商政府採購公報3年及追繳押標金新臺幣11萬元整。,,,,,一般
09839247,FC13056P047,友翔空拍工作室,苗栗縣頭份市東庄里018鄰東民三街6號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,臺中市新社區華豐街137-1號,黃先生,(04)25814625,張芳豪,M1226*****,113年度訓練用無人機採購,1 容許他人借用本人名義或證件參加投標者,114/06/12 00:00,114/06/12 00:00,114/06/13 00:00,3年,117/06/12 23:59,本部於114年1月17日陸十軍後字第11400100282號函告廠商將依政府採購法(下稱本法)103條第1項第1款刊登廠商政府採購公報3年及追繳押標金新臺幣11萬元整，廠商於114年2月4日提出異議書，本部於114年2月7日陸十軍後字第1140018166號回覆異議處理結果。 廠商不服異議處理結果向工程會提出申訴。 工程會採購申訴審議判斷書訴1140051號載明廠商有本法第101條第1項第1款容許他人借用本人名義或證件參加投標者之情形及本法第31條第2項第7款其他經主管機關認定有影響採購公正之違反法令行為，本部逕依本法103條第1項第1款刊登廠商政府採購公報3年及追繳押標金新臺幣11萬元整。,,,,,一般
